Source,Target,Type
"family:Anhimidae","modality:Mechanoreception","HAS_SENSE"
"family:Baeriidae","order:Unknown","MEMBER_OF"
"family:Baeriidae","modality:Mechanoreception","HAS_SENSE"
"family:Baeriidae","modality:Chemoreception","HAS_SENSE"
"family:Isselicrinidae","order:Isocrinida","MEMBER_OF"
"family:Charadriidae","order:Charadriiformes","MEMBER_OF"
"family:Charadriidae","modality:Photoreception","HAS_SENSE"
"family:Charadriidae","modality:Mechanoreception","HAS_SENSE"
"family:Sepiidae","order:Sepiida","MEMBER_OF"
"family:Sepiidae","modality:Photoreception","HAS_SENSE"
"family:Sepiidae","modality:Mechanoreception","HAS_SENSE"
"family:Sepiidae","modality:Chemoreception","HAS_SENSE"
"family:Microlaimidae","order:Desmodorida","MEMBER_OF"
"family:Microlaimidae","modality:Mechanoreception","HAS_SENSE"
"family:Microlaimidae","modality:Chemoreception","HAS_SENSE"
"family:Microlaimidae","modality:Photoreception","HAS_SENSE"
"family:Euretidae","order:Sceptrulophora","MEMBER_OF"
"family:Euretidae","modality:Mechanoreception","HAS_SENSE"
"family:Euretidae","modality:Chemoreception","HAS_SENSE"
"family:Austrognathiidae","order:Bursovaginoidea","MEMBER_OF"
"family:Zeniontidae","order:Zeiformes","MEMBER_OF"
"family:Zeniontidae","modality:Photoreception","HAS_SENSE"
"family:Zeniontidae","modality:Mechanoreception","HAS_SENSE"
"family:Zeniontidae","modality:Chemoreception","HAS_SENSE"
"family:Cottidae","order:Unspecified","MEMBER_OF"
"family:Cottidae","modality:Photoreception","HAS_SENSE"
"family:Cottidae","modality:Mechanoreception","HAS_SENSE"
"family:Cottidae","modality:Chemoreception","HAS_SENSE"
"family:Oscarellidae","order:Homosclerophorida","MEMBER_OF"
"family:Oscarellidae","modality:Mechanoreception","HAS_SENSE"
"family:Oscarellidae","modality:Chemoreception","HAS_SENSE"
"family:Balistidae","order:Tetraodontiformes","MEMBER_OF"
"family:Balistidae","modality:Photoreception","HAS_SENSE"
"family:Balistidae","modality:Chemoreception","HAS_SENSE"
"family:Balistidae","modality:Mechanoreception","HAS_SENSE"
"family:Thripidae","order:Thysanoptera (inferred)","MEMBER_OF"
"family:Thripidae","modality:Photoreception","HAS_SENSE"
"family:Thripidae","modality:Mechanoreception","HAS_SENSE"
"family:Thripidae","modality:Chemoreception","HAS_SENSE"
"family:Ceratophyllidae","order:Siphonaptera","MEMBER_OF"
"family:Ceratophyllidae","modality:Mechanoreception","HAS_SENSE"
"family:Ceratophyllidae","modality:Chemoreception","HAS_SENSE"
"family:Ceratophyllidae","modality:Thermoreception","HAS_SENSE"
"family:Polyodontidae","order:Acipenseriformes","MEMBER_OF"
"family:Polyodontidae","modality:Electroreception","HAS_SENSE"
"family:Polyodontidae","modality:Mechanoreception","HAS_SENSE"
"family:Polyodontidae","modality:Chemoreception","HAS_SENSE"
"family:Trogonidae","order:Trogoniformes","MEMBER_OF"
"family:Trogonidae","modality:Photoreception","HAS_SENSE"
"family:Trogonidae","modality:Mechanoreception","HAS_SENSE"
"family:Trogonidae","modality:Chemoreception","HAS_SENSE"
"family:Elpidiidae","order:OrderName","MEMBER_OF"
"family:Elpidiidae","modality:Mechanoreception","HAS_SENSE"
"family:Elpidiidae","modality:Chemoreception","HAS_SENSE"
"family:Proteocephalidae","order:Unknown","MEMBER_OF"
"family:Proteocephalidae","modality:Chemoreception","HAS_SENSE"
"family:Proteocephalidae","modality:Mechanoreception","HAS_SENSE"
"family:Buthidae","order:Scorpiones","MEMBER_OF"
"family:Buthidae","modality:Mechanoreception","HAS_SENSE"
"family:Buthidae","modality:Chemoreception","HAS_SENSE"
"family:Viviparidae","order:Not Available","MEMBER_OF"
"family:Viviparidae","modality:Chemoreception","HAS_SENSE"
"family:Viviparidae","modality:Mechanoreception","HAS_SENSE"
"family:Belosaepiidae","order:Unknown","MEMBER_OF"
"family:Miridae","order:Heteroptera","MEMBER_OF"
"family:Miridae","modality:Photoreception","HAS_SENSE"
"family:Miridae","modality:Chemoreception","HAS_SENSE"
"family:Miridae","modality:Mechanoreception","HAS_SENSE"
"family:Canthocamptidae","order:Copepoda","MEMBER_OF"
"family:Canthocamptidae","modality:Mechanoreception","HAS_SENSE"
"family:Canthocamptidae","modality:Chemoreception","HAS_SENSE"
"family:Schizopetalidae","order:Callipodida","MEMBER_OF"
"family:Schizopetalidae","modality:Chemoreception","HAS_SENSE"
"family:Schizopetalidae","modality:Mechanoreception","HAS_SENSE"
"family:Ganeshidae","order:Ganeshida","MEMBER_OF"
"family:Onychoteuthidae","order:Not specified in context","MEMBER_OF"
"family:Onychoteuthidae","modality:Photoreception","HAS_SENSE"
"family:Onychoteuthidae","modality:Mechanoreception","HAS_SENSE"
"family:Onychoteuthidae","modality:Chemoreception","HAS_SENSE"
"family:Phrynichidae","order:Unknown","MEMBER_OF"
"family:Phrynichidae","modality:Mechanoreception","HAS_SENSE"
"family:Serpulidae","order:Polychaeta","MEMBER_OF"
"family:Serpulidae","modality:Chemoreception","HAS_SENSE"
"family:Serpulidae","modality:Mechanoreception","HAS_SENSE"
"family:Epsilonematidae","order:Desmodorida","MEMBER_OF"
"family:Epsilonematidae","modality:Mechanoreception","HAS_SENSE"
"family:Epsilonematidae","modality:Chemoreception","HAS_SENSE"
"family:Thermozodiidae","order:Mesotardigrada","MEMBER_OF"
"family:Thermozodiidae","modality:Mechanoreception","HAS_SENSE"
"family:Spirobolidae","order:Spirobolida","MEMBER_OF"
"family:Spirobolidae","modality:Chemoreception","HAS_SENSE"
"family:Spirobolidae","modality:Mechanoreception","HAS_SENSE"
"family:Chimaerocestidae","order:Tetraphyllidea","MEMBER_OF"
"family:Chimaerocestidae","modality:Mechanoreception","HAS_SENSE"
"family:Chimaerocestidae","modality:Chemoreception","HAS_SENSE"
"family:Cecidomyiidae","order:Diptera","MEMBER_OF"
"family:Cecidomyiidae","modality:Photoreception","HAS_SENSE"
"family:Cecidomyiidae","modality:Chemoreception","HAS_SENSE"
"family:Cecidomyiidae","modality:Mechanoreception","HAS_SENSE"
"family:Pterognathiidae","order:Filospermoidea","MEMBER_OF"
"family:Lonchodidae","order:Phasmatodea","MEMBER_OF"
"family:Lonchodidae","modality:Mechanoreception","HAS_SENSE"
"family:Mesitornithidae","order:Unknown","MEMBER_OF"
"family:Mesitornithidae","modality:Photoreception","HAS_SENSE"
"family:Mesitornithidae","modality:Mechanoreception","HAS_SENSE"
"family:Polystomatidae","order:Monogenea","MEMBER_OF"
"family:Halictophagidae","order:Strepsiptera","MEMBER_OF"
"family:Batrachoididae","order:Batrachoidiformes","MEMBER_OF"
"family:Batrachoididae","modality:Photoreception","HAS_SENSE"
"family:Batrachoididae","modality:Mechanoreception","HAS_SENSE"
"family:Batrachoididae","modality:Chemoreception","HAS_SENSE"
"family:Dendronucleatidae","order:Archiacanthocephala","MEMBER_OF"
"family:Dendronucleatidae","modality:Chemoreception","HAS_SENSE"
"family:Dendronucleatidae","modality:Mechanoreception","HAS_SENSE"
"family:Selachinematidae","order:Desmodorida","MEMBER_OF"
"family:Selachinematidae","modality:Chemoreception","HAS_SENSE"
"family:Selachinematidae","modality:Mechanoreception","HAS_SENSE"
"family:Alatinidae","order:Cubozoa","MEMBER_OF"
"family:Alatinidae","modality:Photoreception","HAS_SENSE"
"family:Alatinidae","modality:Mechanoreception","HAS_SENSE"
"family:Alatinidae","modality:Chemoreception","HAS_SENSE"
"family:Salticidae","order:Araneae","MEMBER_OF"
"family:Salticidae","modality:Photoreception","HAS_SENSE"
"family:Salticidae","modality:Mechanoreception","HAS_SENSE"
"family:Calcitronidae","order:Unknown (Possibly Schizomida)","MEMBER_OF"
"family:Nemertodermatidae","order:Acoelomorpha","MEMBER_OF"
"family:Nemertodermatidae","modality:Mechanoreception","HAS_SENSE"
"family:Nemertodermatidae","modality:Chemoreception","HAS_SENSE"
"family:Gonorynchidae","order:Gonorynchiformes","MEMBER_OF"
"family:Gonorynchidae","modality:Mechanoreception","HAS_SENSE"
"family:Gonorynchidae","modality:Chemoreception","HAS_SENSE"
"family:Triakidae","order:Ground Sharks","MEMBER_OF"
"family:Triakidae","modality:Photoreception","HAS_SENSE"
"family:Triakidae","modality:Mechanoreception","HAS_SENSE"
"family:Triakidae","modality:Electroreception","HAS_SENSE"
"family:Triakidae","modality:Chemoreception","HAS_SENSE"
"family:Acerentomidae","order:Protura","MEMBER_OF"
"family:Acerentomidae","modality:Mechanoreception","HAS_SENSE"
"family:Phrynidae","order:Amblypygi","MEMBER_OF"
"family:Phrynidae","modality:Mechanoreception","HAS_SENSE"
"family:Phrynidae","modality:Chemoreception","HAS_SENSE"
"family:Orectolobidae","order:Orectolobiformes","MEMBER_OF"
"family:Orectolobidae","modality:Photoreception","HAS_SENSE"
"family:Orectolobidae","modality:Electroreception","HAS_SENSE"
"family:Orectolobidae","modality:Mechanoreception","HAS_SENSE"
"family:Orectolobidae","modality:Chemoreception","HAS_SENSE"
"family:Chrysochloridae","order:Unknown","MEMBER_OF"
"family:Chrysochloridae","modality:Mechanoreception","HAS_SENSE"
"family:Genostomatidae","order:Fecampiida","MEMBER_OF"
"family:Scopalinidae","order:Scopalinida","MEMBER_OF"
"family:Scopalinidae","modality:Mechanoreception","HAS_SENSE"
"family:Scopalinidae","modality:Chemoreception","HAS_SENSE"
"family:Histiostomatidae","order:Astigmata","MEMBER_OF"
"family:Hydractiniidae","order:unknown","MEMBER_OF"
"family:Hydractiniidae","modality:Mechanoreception","HAS_SENSE"
"family:Hydractiniidae","modality:Chemoreception","HAS_SENSE"
"family:Eukrohniidae","order:Phragmophora","MEMBER_OF"
"family:Eukrohniidae","modality:bioluminescence","HAS_SENSE"
"family:Phaethontidae","order:Phaethontiformes","MEMBER_OF"
"family:Phaethontidae","modality:Photoreception","HAS_SENSE"
"family:Phaethontidae","modality:Mechanoreception","HAS_SENSE"
"family:Ophiohelidae","order:Ophioscolecida","MEMBER_OF"
"family:Ophiohelidae","modality:Mechanoreception","HAS_SENSE"
"family:Ophiohelidae","modality:Chemoreception","HAS_SENSE"
"family:Hydrocenidae","order:Cycloneritimorpha","MEMBER_OF"
"family:Hydrocenidae","modality:Chemoreception","HAS_SENSE"
"family:Hydrocenidae","modality:Mechanoreception","HAS_SENSE"
"family:Gryllidae","order:Orthoptera","MEMBER_OF"
"family:Gryllidae","modality:Photoreception","HAS_SENSE"
"family:Gryllidae","modality: Mechanoreception (antennae)","HAS_SENSE"
"family:Gryllidae","modality:Mechanoreception","HAS_SENSE"
"family:Gryllidae","modality:Chemoreception","HAS_SENSE"
"family:Halosbaenidae","order:Thermosbaenacea","MEMBER_OF"
"family:Halosbaenidae","modality:Mechanoreception","HAS_SENSE"
"family:Halosbaenidae","modality:Chemoreception","HAS_SENSE"
"family:Capsalidae","order:Monopisthocotylea","MEMBER_OF"
"family:Capsalidae","modality:Chemoreception","HAS_SENSE"
"family:Capsalidae","modality:Mechanoreception","HAS_SENSE"
"family:Halosauridae","order:Notacanthiformes","MEMBER_OF"
"family:Halosauridae","modality:Mechanoreception","HAS_SENSE"
"family:Membraniporidae","order:Cheilostomatida","MEMBER_OF"
"family:Membraniporidae","modality:Mechanoreception","HAS_SENSE"
"family:Membraniporidae","modality:Chemoreception","HAS_SENSE"
"family:Pourtalesiidae","order:Holasteroida","MEMBER_OF"
"family:Pourtalesiidae","modality:Mechanoreception","HAS_SENSE"
"family:Pourtalesiidae","modality:Chemoreception","HAS_SENSE"
"family:Hirudinidae","order:Arhynchobdellida","MEMBER_OF"
"family:Hirudinidae","modality:Chemoreception","HAS_SENSE"
"family:Hirudinidae","modality:Mechanoreception","HAS_SENSE"
"family:Giganthorhynchidae","order:Gigantorhynchida","MEMBER_OF"
"family:Giganthorhynchidae","modality:Chemoreception","HAS_SENSE"
"family:Giganthorhynchidae","modality:Mechanoreception","HAS_SENSE"
"family:Giganthorhynchidae","modality:Photoreception","HAS_SENSE"
"family:Hercoglossidae","order:Nautilida","MEMBER_OF"
"family:Cranchiidae","order:Oegopsida","MEMBER_OF"
"family:Cranchiidae","modality:Photoreception","HAS_SENSE"
"family:Cranchiidae","modality:Mechanoreception","HAS_SENSE"
"family:Cranchiidae","modality:Chemoreception","HAS_SENSE"
"family:Mononchidae","order:Dorylaimida","MEMBER_OF"
"family:Pomphorhynchidae","order:Echinorhynchida","MEMBER_OF"
"family:Cliidae","order:Opisthobranchia","MEMBER_OF"
"family:Cliidae","modality:Mechanoreception","HAS_SENSE"
"family:Cliidae","modality:Chemoreception","HAS_SENSE"
"family:Pseudostomidae","order:Prolecithophora","MEMBER_OF"
"family:Pseudostomidae","modality:Photoreception","HAS_SENSE"
"family:Pseudostomidae","modality:Mechanoreception","HAS_SENSE"
"family:Pseudostomidae","modality:Chemoreception","HAS_SENSE"
"family:Obolidae","order:Unknown","MEMBER_OF"
"family:Triaenophoridae","order:Bothriocephalidea","MEMBER_OF"
"family:Triaenophoridae","modality:Chemoreception","HAS_SENSE"
"family:Triaenophoridae","modality:Mechanoreception","HAS_SENSE"
"family:Limulidae","order:Xiphosura","MEMBER_OF"
"family:Limulidae","modality:Photoreception","HAS_SENSE"
"family:Limulidae","modality:Mechanoreception","HAS_SENSE"
"family:Limulidae","modality:Chemoreception","HAS_SENSE"
"family:Ellobiidae","order:Eupulmonata","MEMBER_OF"
"family:Ellobiidae","modality:Chemoreception","HAS_SENSE"
"family:Ellobiidae","modality:Mechanoreception","HAS_SENSE"
"family:Asterocheridae","order:Siphonostomatoida","MEMBER_OF"
"family:Ixodidae","order:Unknown","MEMBER_OF"
"family:Ixodidae","modality:Chemoreception","HAS_SENSE"
"family:Ixodidae","modality:Mechanoreception","HAS_SENSE"
"family:Potamolepidae","order:Unknown","MEMBER_OF"
"family:Potamolepidae","modality:Mechanoreception","HAS_SENSE"
"family:Potamolepidae","modality:Chemoreception","HAS_SENSE"
"family:Bathyteuthidae","order:Not Available","MEMBER_OF"
"family:Bathyteuthidae","modality:Photoreception","HAS_SENSE"
"family:Cryptopidae","order:Scolopendromorpha","MEMBER_OF"
"family:Cryptopidae","modality:Photoreception","HAS_SENSE"
"family:Cryptopidae","modality:Mechanoreception","HAS_SENSE"
"family:Cryptopidae","modality:Chemoreception","HAS_SENSE"
"family:Carukiidae","order:Cubozoa","MEMBER_OF"
"family:Carukiidae","modality:Photoreception","HAS_SENSE"
"family:Subtriquetridae","order:Porocephalida","MEMBER_OF"
"family:Echinidae","order:Camarodonta","MEMBER_OF"
"family:Echinidae","modality:Mechanoreception","HAS_SENSE"
"family:Echinidae","modality:Chemoreception","HAS_SENSE"
"family:Callorhinchidae","order:Chimaeriformes","MEMBER_OF"
"family:Callorhinchidae","modality:Photoreception","HAS_SENSE"
"family:Callorhinchidae","modality:Mechanoreception","HAS_SENSE"
"family:Callorhinchidae","modality:Chemoreception","HAS_SENSE"
"family:Diastylidae","order:Cumacea","MEMBER_OF"
"family:Diastylidae","modality:Mechanoreception","HAS_SENSE"
"family:Diastylidae","modality:Chemoreception","HAS_SENSE"
"family:Pterosagittidae","order:Aphragmophora","MEMBER_OF"
"family:Nannastacidae","order:Cumacea","MEMBER_OF"
"family:Nannastacidae","modality:Chemoreception","HAS_SENSE"
"family:Nannastacidae","modality:Mechanoreception","HAS_SENSE"
"family:Protosirenidae","order:Sirenia","MEMBER_OF"
"family:Synbranchidae","order:Unspecified","MEMBER_OF"
"family:Synbranchidae","modality:Chemoreception","HAS_SENSE"
"family:Synbranchidae","modality:Mechanoreception","HAS_SENSE"
"family:Cynocephalidae","order:Dermoptera","MEMBER_OF"
"family:Cynocephalidae","modality:Photoreception","HAS_SENSE"
"family:Cynocephalidae","modality:Mechanoreception","HAS_SENSE"
"family:Cynocephalidae","modality:Chemoreception","HAS_SENSE"
"family:Benthopectinidae","order:Notomyotida","MEMBER_OF"
"family:Benthopectinidae","modality:Mechanoreception","HAS_SENSE"
"family:Benthopectinidae","modality:Chemoreception","HAS_SENSE"
"family:Tethyidae","order:Tethyida","MEMBER_OF"
"family:Tethyidae","modality:Mechanoreception","HAS_SENSE"
"family:Tethyidae","modality:Chemoreception","HAS_SENSE"
"family:Limnadiidae","order:Spinicaudata","MEMBER_OF"
"family:Limnadiidae","modality:Mechanoreception","HAS_SENSE"
"family:Limnadiidae","modality:Chemoreception","HAS_SENSE"
"family:Mycalidae","order:Unknown","MEMBER_OF"
"family:Mycalidae","modality:Mechanoreception","HAS_SENSE"
"family:Mycalidae","modality:Chemoreception","HAS_SENSE"
"family:Dinonemertidae","order:Polystilifera","MEMBER_OF"
"family:Dinonemertidae","modality:Chemoreception","HAS_SENSE"
"family:Dinonemertidae","modality:Mechanoreception","HAS_SENSE"
"family:Anostomidae","order:Characiformes","MEMBER_OF"
"family:Anostomidae","modality:Photoreception","HAS_SENSE"
"family:Anostomidae","modality:Mechanoreception","HAS_SENSE"
"family:Anostomidae","modality:Chemoreception","HAS_SENSE"
"family:Nothobranchiidae","order:Unknown","MEMBER_OF"
"family:Nothobranchiidae","modality:Photoreception","HAS_SENSE"
"family:Nothobranchiidae","modality:Chemoreception","HAS_SENSE"
"family:Nothobranchiidae","modality:Mechanoreception","HAS_SENSE"
"family:Trypetesidae","order:Lithoglyptida","MEMBER_OF"
"family:Trypetesidae","modality:Mechanoreception","HAS_SENSE"
"family:Trypetesidae","modality:Chemoreception","HAS_SENSE"
"family:Pedicellinidae","order:Entoprocta","MEMBER_OF"
"family:Microhydrulidae","order:Limnomedusae","MEMBER_OF"
"family:Microhydrulidae","modality:Mechanoreception","HAS_SENSE"
"family:Microhydrulidae","modality:Chemoreception","HAS_SENSE"
"family:Groeberiidae","order:Unknown","MEMBER_OF"
"family:Synxenidae","order:Polyxenida","MEMBER_OF"
"family:Synxenidae","modality:Mechanoreception","HAS_SENSE"
"family:Gorgonocephalidae","order:Ophiuroidea","MEMBER_OF"
"family:Gorgonocephalidae","modality:Mechanoreception","HAS_SENSE"
"family:Gorgonocephalidae","modality:Chemoreception","HAS_SENSE"
"family:Monacanthidae","order:Tetraodontiformes","MEMBER_OF"
"family:Monacanthidae","modality:Photoreception","HAS_SENSE"
"family:Monacanthidae","modality:Mechanoreception","HAS_SENSE"
"family:Monacanthidae","modality:Chemoreception","HAS_SENSE"
"family:Daesiidae","order:Solifugae","MEMBER_OF"
"family:Daesiidae","modality:Mechanoreception","HAS_SENSE"
"family:Daesiidae","modality:Chemoreception","HAS_SENSE"
"family:Faujasiidae","order:Clypeasteroida","MEMBER_OF"
"family:Faujasiidae","modality:Mechanoreception","HAS_SENSE"
"family:Faujasiidae","modality:Chemoreception","HAS_SENSE"
"family:Ozobranchidae","order:Hirudinea","MEMBER_OF"
"family:Ozobranchidae","modality:Chemoreception","HAS_SENSE"
"family:Ozobranchidae","modality:Mechanoreception","HAS_SENSE"
"family:Ceratopogonidae","order:Diptera","MEMBER_OF"
"family:Ceratopogonidae","modality:Photoreception","HAS_SENSE"
"family:Ceratopogonidae","modality:Mechanoreception","HAS_SENSE"
"family:Ceratopogonidae","modality:Chemoreception","HAS_SENSE"
"family:Coelogynoporidae","order:Proseriata","MEMBER_OF"
"family:Coelogynoporidae","modality:Chemoreception","HAS_SENSE"
"family:Coelogynoporidae","modality:Mechanoreception","HAS_SENSE"
"family:Plumatellidae","order:Plumatellida","MEMBER_OF"
